id,name,category_primary,region,tier,tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m,place_complexity,pin_ambiguity,should_move
08f2ad3c69044aca03c94926717c3b4a,Redbox,rental_kiosks,NC,2,multi_tenant,33.9069707,-78.5854979,33.90661452812324,-78.58463959704139,0.9,"The pin needs to be placed at the specific storefront entrance of Redbox within the multi-tenant building, which is located towards the right side of the image, closer to the shopping center.",gpt-4o-mini,"9810 Ocean Highway W, Calabash, NC, 28467, US",88.55851499138984,88.65812664627256,118.94732562985014,simple,low,True
08f2ad3c69044aca03c94926717c3b4a,Redbox,rental_kiosks,NC,2,multi_tenant,33.9069707,-78.5854979,33.90661452812324,-78.58463959704139,0.9,"The pin needs to be placed at the specific storefront entrance of Redbox within the multi-tenant building, which is located towards the right side of the image, closer to the shopping center.",gpt-4o-mini,"9810 Ocean Highway W, Calabash, NC, 28467, US",88.55851499138984,88.65812664627256,118.94732562985014,simple,low,True
08f2ad20087595a6033fe3dd7fb34603,Prestige Funeral Home,funeral_services_and_cemeteries,SC,3,open_space,34.4209155,-79.3740771,34.42020747970512,-79.3740771,0.8,"The pin is placed at the main access point, which appears to be the entrance to the parking lot adjacent to the funeral home, allowing for visitor access.",gpt-4o-mini,"300 Martin Luther King Jr Blvd, Dillon, SC, 29536-2808, US",78.72826475255279,78.81681922603377,78.81681922603377,simple,low,True
08f2ad20087595a6033fe3dd7fb34603,Prestige Funeral Home,funeral_services_and_cemeteries,SC,3,open_space,34.4209155,-79.3740771,34.42020747970512,-79.3740771,0.8,"The pin is placed at the main access point, which appears to be the entrance to the parking lot adjacent to the funeral home, allowing for visitor access.",gpt-4o-mini,"300 Martin Luther King Jr Blvd, Dillon, SC, 29536-2808, US",78.72826475255279,78.81681922603377,78.81681922603377,simple,low,True
08f441e71062870d03e54aec9f981198,Best Western,hotel,FL,1,standard_commercial,27.3375317,-82.4498598,27.3377223111921,-82.4494306485207,0.9,"The pin is placed at the main entrance of the Best Western hotel, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"5965 Brookhill Blvd, Sarasota, FL, 34232-6302, US",47.39342263943842,47.446731316721625,63.65647721943443,simple,medium,True
08f441e71062870d03e54aec9f981198,Best Western,hotel,FL,1,standard_commercial,27.3375317,-82.4498598,27.3377223111921,-82.4494306485207,0.9,"The pin is placed at the main entrance of the Best Western hotel, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the correct location for customer access.",gpt-4o-mini,"5965 Brookhill Blvd, Sarasota, FL, 34232-6302, US",47.39342263943842,47.446731316721625,63.65647721943443,simple,medium,True
08f44a948aa292e903fed6fd7562ee63,Courtyard by Marriott Titusville Kennedy Space Center,hotel,FL,1,standard_commercial,28.5250487,-80.7822888,28.525237228052298,-80.78185964852071,0.9,"The pin is placed at the main entrance of the hotel, which is located on the street-facing facade. The imagery shows the entrance clearly, making it the appropriate location for customer access.",gpt-4o-mini,"6245 Riverfront Center Blvd, Titusville, FL, 32780-8004, US",46.8754710504994,46.92819712857526,62.960790811428446,complex,high,True
08f44a948aa292e903fed6fd7562ee63,Courtyard by Marriott Titusville Kennedy Space Center,hotel,FL,1,standard_commercial,28.5250487,-80.7822888,28.525237228052298,-80.78185964852071,0.9,"The pin is placed at the main entrance of the hotel, which is located on the street-facing facade. The imagery shows the entrance clearly, making it the appropriate location for customer access.",gpt-4o-mini,"6245 Riverfront Center Blvd, Titusville, FL, 32780-8004, US",46.8754710504994,46.92819712857526,62.960790811428446,complex,high,True
08f446c34dd3682c03e52c4d006fbdcd,Element Houston Vintage Park,hotel,TX,1,standard_commercial,29.9923027,-95.5687792,29.99248854245329,-95.5683500485207,0.9,"The pin has been placed at the main entrance of the hotel, which is visible on the street-facing facade. The entrance is marked by signage and a clear door opening, making it the appropriate location for customer access.",gpt-4o-mini,"14555 Vintage Preserve Pkwy, Houston, TX, 77070-2124, US",46.207724217302086,46.25969920596221,62.06390697199623,complex,high,True
08f446c34dd3682c03e52c4d006fbdcd,Element Houston Vintage Park,hotel,TX,1,standard_commercial,29.9923027,-95.5687792,29.99248854245329,-95.5683500485207,0.9,"The pin has been placed at the main entrance of the hotel, which is visible on the street-facing facade. The entrance is marked by signage and a clear door opening, making it the appropriate location for customer access.",gpt-4o-mini,"14555 Vintage Preserve Pkwy, Houston, TX, 77070-2124, US",46.207724217302086,46.25969920596221,62.06390697199623,complex,high,True
08f464b96336a5100377397e01369b46,Containers Hawaii,storage_facility,HI,1,standard_commercial,21.327079,-157.886461,21.32717894073691,-157.8860318485207,0.9,"The pin has been placed at the main customer entrance of Containers Hawaii, which is visible on the street-facing facade. The current pin is not at the entrance.",gpt-4o-mini,"304 Puuhale Rd, Honolulu, HI, 96819-3236, US",45.819657818512056,45.87119630540525,55.62699900971708,simple,low,True
08f464b96336a5100377397e01369b46,Containers Hawaii,storage_facility,HI,1,standard_commercial,21.327079,-157.886461,21.32717894073691,-157.8860318485207,0.9,"The pin has been placed at the main customer entrance of Containers Hawaii, which is visible on the street-facing facade. The current pin is not at the entrance.",gpt-4o-mini,"304 Puuhale Rd, Honolulu, HI, 96819-3236, US",45.819657818512056,45.87119630540525,55.62699900971708,simple,low,True
08f29a46cab2c0d9037fb33db3d0412c,The Cove at Pechanga Resort and Casino,hotel,CA,1,standard_commercial,33.4544668,-117.1079386,33.45464582572918,-117.1075094485207,0.9,"The pin is placed at the main entrance of The Cove at Pechanga Resort and Casino, which is visible on the street-facing facade. The entrance is marked by signage and a clear pathway for foot traffic.",gpt-4o-mini,"45000 Pechanga Pkwy, Temecula, CA, 92592-5810, US",44.512815766337326,44.56288430217756,59.78739137280744,complex,high,True
08f29a46cab2c0d9037fb33db3d0412c,The Cove at Pechanga Resort and Casino,hotel,CA,1,standard_commercial,33.4544668,-117.1079386,33.45464582572918,-117.1075094485207,0.9,"The pin is placed at the main entrance of The Cove at Pechanga Resort and Casino, which is visible on the street-facing facade. The entrance is marked by signage and a clear pathway for foot traffic.",gpt-4o-mini,"45000 Pechanga Pkwy, Temecula, CA, 92592-5810, US",44.512815766337326,44.56288430217756,59.78739137280744,complex,high,True
08f29a54b5d80c92036eee8f63a8fa9f,Monarch Beach Resort,resort,CA,1,standard_commercial,33.4823735,-117.7157584,33.482552468093154,-117.7153292485207,0.9,"The primary entrance of the Monarch Beach Resort is located on the street-facing facade, which is to the right of the current pin location. The new coordinates place the pin closer to the main customer entrance.",gpt-4o-mini,"1 Monarch Beach Resort, Dana Point, CA, 92629, US",44.49848515937908,44.54853757799795,59.76814322615755,complex,high,True
08f29a54b5d80c92036eee8f63a8fa9f,Monarch Beach Resort,resort,CA,1,standard_commercial,33.4823735,-117.7157584,33.482552468093154,-117.7153292485207,0.9,"The primary entrance of the Monarch Beach Resort is located on the street-facing facade, which is to the right of the current pin location. The new coordinates place the pin closer to the main customer entrance.",gpt-4o-mini,"1 Monarch Beach Resort, Dana Point, CA, 92629, US",44.49848515937908,44.54853757799795,59.76814322615755,complex,high,True
