id,name,category_primary,region,tier,tier_label,sub_tier,sub_tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,cv_disagreement_m,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m
08f2a30732a4b19803cf4ba0abfbbe0c,"Krasnoo, Klehm & Falkner LLP",lawyer,MA,4,no_building,4,no_building,42.6448125,-71.15356,42.6448125,-71.15356,0.3,No dedicated commercial structure is visible at the address; it appears to be a residential area.,gpt-4o-mini,,,,,,,,,,,,,,"28 Andover St, Andover, MA, 01810-4884, US",0.0,0.0,0.0
08f48e809e00d48203d2841922608c1a,Open Arms Preschool,day_care_preschool,AZ,2,multi_tenant,2b,office_suite,32.3717979,-111.0687564,32.3717979,-111.0687564,1.0,The current pin is already at the correct unit entrance for Open Arms Preschool.,gpt-4o-mini,32.3717979,-111.0687564,1.0,32.371598548253644,-111.0687564,0.9,"The parking lot entrance closest to Open Arms Preschool is located to the south of the building, accessible from the nearest road. This entry point is the most direct access for vehicles.",both,,,,,,"9095 N Bald Eagle Ave, Tucson, AZ, 85742-9517, US",0.0,0.0,0.0
08f29a40ca0deace03ecfaf887a6a143,North County Blinds,linen,CA,1,standard_commercial,1c,small_urban_storefront,33.0517932,-117.2628981,33.0517932,-117.2628981,1.0,"The current pin is already at the main customer entrance of North County Blinds, which is the storefront door facing the street.",gpt-4o-mini,33.0517932,-117.2628981,1.0,33.0517932,-117.2628981,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,,,,,,"264 N El Camino Real, Encinitas, CA, 92024-2854, US",0.0,0.0,0.0
08f2a13a9b6a4a2c0305cb28c7a244c2,Racaniellos Pizzeria,pizza_restaurant,NJ,1,standard_commercial,1c,small_urban_storefront,39.7555936,-74.2383436,39.755700824915735,-74.23810756668638,0.9,"The pin is placed near the main entrance of Racaniellos Pizzeria, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",gpt-4o-mini,39.755700824915735,-74.23810756668638,0.9,39.75541214245029,-74.2383436,0.9,"The identified entry point is the most visible driveway leading into the parking lot from the road, allowing access to Racaniellos Pizzeria.",both,,,,,,"849 W Bay Ave, Barnegat, NJ, 08005-2164, US",23.43654960922444,23.46291131417288,32.1361163300802
08f283045b0eaa2503db6cc0465e89d3,Solano Baking Company,bakery,CA,1,standard_commercial,1c,small_urban_storefront,38.4571866,-121.8405428,38.45721180427354,-121.84030676668638,0.9,"The pin is placed at the main customer entrance of Solano Baking Company, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",gpt-4o-mini,38.45721180427354,-121.84030676668638,0.9,38.45700176866072,-121.8405428,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of Solano Baking Company.,both,,,,,,"1160 Pitt School Rd, Dixon, CA, 95620-2100, US",20.742509009831743,20.765840427434227,23.381160825240187
08f44a9ba20d4a1503b8a199c3946f89,"Holiday Inn Express & Suites Clermont SE – West Orlando, an IHG Hotel",hotel,FL,1,standard_commercial,1b,large_standalone,28.3484015,-81.6590035,28.3484015,-81.6590035,1.0,"The current pin is already at the main customer entrance of the hotel, which is the appropriate location for pedestrian entry.",gpt-4o-mini,28.3484015,-81.6590035,1.0,28.34819377261661,-81.6590035,0.9,"The entry point is located at the driveway entrance visible from the road, leading into the parking lot of the hotel.",both,,,,,,"105 Summer Bay Blvd, Clermont, FL, 34714, US",0.0,0.0,0.0
08f2a90b491a50dc03cfb4ff7f2c861e,a la Wiskets,flowers_and_gifts_shop,OH,1,standard_commercial,1c,small_urban_storefront,40.0369776,-83.1635898,40.0369776,-83.1635898,1.0,"The current pin is already at the main customer entrance of the flowers_and_gifts_shop, as it is positioned at the storefront door facing the street.",gpt-4o-mini,40.0369776,-83.1635898,1.0,40.03679688594609,-83.1635898,0.9,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of the property.,both,,,,,,"5462 Center St, Hilliard, OH, 43026-1068, US",0.0,0.0,0.0
08f270bb0a61c1210318c322ad9453df,Hwy 73 Tavern,bar,MN,1,standard_commercial,1c,small_urban_storefront,47.30483,-93.02224,47.30483,-93.02224,1.0,"The current pin is already at the main customer entrance of Hwy 73 Tavern, as it is positioned at the center of the building where the primary entrance is located.",gpt-4o-mini,47.30483,-93.02224,1.0,47.30466994634947,-93.02224,0.8,The identified entry point is the most visible driveway entrance from the road leading to the parking area of Hwy 73 Tavern.,both,,,,,,"2600 Highway 73, Hibbing, MN, 55746-8515, US",0.0,0.0,0.0
08f29a0106399b6c03aa5ca32360faea,Juan Pollo,mexican_restaurant,CA,1,standard_commercial,1c,small_urban_storefront,33.801489,-117.2243864,33.801489,-117.2243864,1.0,"The current pin is already at the main customer entrance of Juan Pollo, which is the storefront door facing the street.",gpt-4o-mini,33.801489,-117.2243864,1.0,33.801489,-117.2243864,0.3,"The property has no visible driveway or parking lot entry from the road; therefore, the center is marked with low confidence.",shared,,,,,,"150 E Nuevo Rd, Perris, CA, 92571-2902, US",0.0,0.0,0.0
08f2aacb1caa3c7303b46ea73872f5e9,The New American Bistro,american_restaurant,PA,1,standard_commercial,1c,small_urban_storefront,39.8850313,-75.330815,39.88513832313897,-75.33057896668639,0.9,"The identified location is the main customer entrance of The New American Bistro, facing the street, as indicated by the visible door and signage.",gpt-4o-mini,39.88513832313897,-75.33057896668639,0.9,39.88493250941019,-75.33057896668639,0.9,The identified entry point is the most visible driveway entrance from the road leading to the parking area of The New American Bistro.,both,,,,,,"217 Morton Ave, Folsom, PA, 19033-3023, US",23.392446469857234,23.418758568190952,32.07564226609738
08f29a02c69b2cd003e81b6f094ff7a7,Mexico Lindo & Seafood Restaurant,mexican_restaurant,CA,1,standard_commercial,1c,small_urban_storefront,34.4256984,-117.5668603,34.4256984,-117.5668603,1.0,"The current pin is already at the main customer entrance of the restaurant, which is the appropriate location for pedestrian entry.",gpt-4o-mini,34.4256984,-117.5668603,1.0,34.4256984,-117.5668603,0.3,"The image does not clearly show a distinct vehicle entry point for the restaurant, indicating a pedestrian-only access.",shared,,,,,,"4359 Phelan Rd, Phelan, CA, 92371-7675, US",0.0,0.0,0.0
08f26c839e624809034f739329e0b1d1,Schlotzsky's,caterer,TX,4,no_building,4,no_building,33.0545183379316,-96.6958653417538,33.0545183379316,-96.6958653417538,0.3,No dedicated commercial structure is visible at the provided address; the area appears to be a parking lot with no clear storefront.,gpt-4o-mini,,,,,,,,,,,,,,"5045 N Central Expy, Plano, TX, 75023, US",0.0,0.0,0.0
08f2661a16c4a6de0394c2b997482f2a,Subway,sandwich_shop,IN,1,standard_commercial,1c,small_urban_storefront,39.7642293,-86.3254779,39.7642293,-86.3254779,1.0,"The current pin is already at the main customer entrance of the Subway location, which is facing the street.",gpt-4o-mini,39.7642293,-86.3254779,1.0,39.76404786520323,-86.3254779,0.9,"The primary vehicle entry point is visible as a driveway cut leading into the parking lot from Rockville Rd, located directly in front of the Subway location.",both,,,,,,"9210 Rockville Rd, Indianapolis, IN, 46234-2669, US",0.0,0.0,0.0
08f266bc2246b36a03495c274b63a69f,Dollar General,discount_store,,1,standard_commercial,1c,small_urban_storefront,37.4478024,-86.7488397,37.4478024,-86.7488397,1.0,"The current pin is already at the main customer entrance of the Dollar General, which is the storefront door facing the street.",gpt-4o-mini,37.4478024,-86.7488397,1.0,37.44761501135733,-86.7488397,0.9,The entry point is located at the bottom of the image where the driveway leads from the road into the parking lot of Dollar General.,both,,,,,,"7627 Us Highway 62 E, 42320, US",0.0,0.0,0.0
08f29a569611ddb6034f082f45ac7e33,The Shops at Buena Park,shopping_center,CA,2,multi_tenant,2a,strip_mall_tenant,33.863632,-117.9983519,33.863632,-117.9983519,1.0,The current pin is already at the correct unit entrance for The Shops at Buena Park.,gpt-4o-mini,33.863632,-117.9983519,1.0,33.86334691771353,-117.9983519,0.85,"The nearest parking lot entry for The Shops at Buena Park is located to the south of the current pin, accessible from the adjacent road.",both,,,,,,"Buena Park, CA, US",0.0,0.0,0.0
08f2a3066026a36d03fd047d889f175c,Tannous Law Group,lawyer,MA,4,no_building,4,no_building,42.3579921,-71.0590218,42.3579921,-71.0590218,0.3,No dedicated commercial structure is visible at the provided address; it appears to be a residential area.,gpt-4o-mini,,,,,,,,,,,,,,"27 School St, Boston, MA, 02108-4300, US",0.0,0.0,0.0
08f268cdac9ad71b03c7566f8758d236,Indexed I/O,software_development,CO,4,no_building,4,no_building,39.7723,-104.982516,39.7723,-104.982516,0.3,No dedicated commercial structure is visible at the provided address; the area appears to be a mix of residential and commercial buildings without a clear storefront.,gpt-4o-mini,,,,,,,,,,,,,,"3457 Ringsby Ct Ste 215, Denver, CO, 80216, US",0.0,0.0,0.0
08f4446149d7247503c0159850313662,Auberge du Chene Vert,hotel,LA,1,standard_commercial,1b,large_standalone,30.0237649,-90.7185489,30.0237649,-90.7185489,1.0,"The current pin is already at the main customer entrance of the hotel, as it is positioned at the center of the building's facade facing the street.",gpt-4o-mini,30.0237649,-90.7185489,1.0,30.02346764635971,-90.7185489,0.8,The identified entry point is the most visible driveway entrance from the road leading to the hotel property.,both,,,,,,"2794 LA-44, Paulina, LA, 70763-2602, US",0.0,0.0,0.0
08f26c860554b56803164d24388f2731,Blue Ocean Sushi & Asian Grill,sushi_restaurant,TX,1,standard_commercial,1c,small_urban_storefront,32.9934856,-96.9754796,32.99351259574656,-96.97524356668639,0.9,"The main entrance of Blue Ocean Sushi & Asian Grill is located on the street-facing facade, identifiable by signage and door openings. The pin is placed close to the entrance.",gpt-4o-mini,32.99351259574656,-96.97524356668639,0.9,32.99319764537006,-96.9754796,0.9,"The primary vehicle entry point is visible as a driveway cut leading into the parking lot from the highway, making it the most accessible entry for drivers.",both,,,,,,"533 State Highway 121 Byp, Lewisville, TX, 75067-4069, US",22.216848554199824,22.241838326272784,25.043050851817675
08f28d59b5a89598038be38bce26e5dc,Taco Bell,fast_food_restaurant,WA,1,standard_commercial,1c,small_urban_storefront,47.062286,-122.7637194,47.062286,-122.7637194,1.0,"The current pin is already at the main customer entrance of Taco Bell, which is the storefront door facing the street.",gpt-4o-mini,47.062286,-122.7637194,1.0,47.06212521342092,-122.7637194,0.9,"The primary vehicle entry point is visible from the road, leading into the parking lot of Taco Bell.",both,,,,,,"8306 Quinault Dr NE, Lacey, WA, 98516-5831, US",0.0,0.0,0.0
08f289b415a724ca03d1699d0fd21377,Action Septic Pumping/Shur Clean,septic_services,MT,4,no_building,4,no_building,48.0700531005859,-114.004524230957,48.0700531005859,-114.004524230957,0.3,No dedicated commercial structure is visible at the address; the area appears to be residential or undeveloped.,gpt-4o-mini,,,,,,,,,,,,,,"589 Eastman Dr, Bigfork, MT, 59911, US",0.0,0.0,0.0
08f2a138538caa89037432c446056510,Point Pleasant Manor,hotel,NJ,1,standard_commercial,1b,large_standalone,40.0784578,-74.0442226,40.0784578,-74.0442226,1.0,"The current pin is already at the main customer entrance of Point Pleasant Manor, as it is positioned at the storefront door facing the street.",gpt-4o-mini,40.0784578,-74.0442226,1.0,40.07819510315275,-74.0442226,0.9,"The primary vehicle entry point is visible from the road, leading into the parking lot of Point Pleasant Manor.",both,,,,,,"310 RT-35, Point Pleasant Beach, NJ, 08742, US",0.0,0.0,0.0
08f44a1172589b06034d0dfdcd2a70d1,Avi & Co. Miami,jewelry_store,FL,1,standard_commercial,1c,small_urban_storefront,25.8148326,-80.1930344,25.8148326,-80.1930344,1.0,"The current pin is already at the main customer entrance of Avi & Co. Miami, as it is positioned at the storefront door facing the street.",gpt-4o-mini,25.8148326,-80.1930344,1.0,25.8148326,-80.1930344,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,,,,,,"53 NE 40th St, Miami, FL, 33137, US",0.0,0.0,0.0
08f26c8293440a080371850e0e84455d,The Glen at Highpoint,accommodation,TX,1,standard_commercial,1b,large_standalone,32.9132436,-96.7483513,32.9132436,-96.7483513,1.0,"The current pin is already at the main customer entrance of The Glen at Highpoint, which is the storefront door facing the street.",gpt-4o-mini,32.9132436,-96.7483513,1.0,32.9132436,-96.7483513,0.2,The image shows a residential area with no clear vehicle entry point visible from the road. The property appears to be pedestrian-oriented with no distinct driveway or parking lot entrance.,shared,,,,,,"9050 Markville Dr, Dallas, TX, 75243-0500, US",0.0,0.0,0.0
